unit,geo\time	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PPS_HAB,HR03	14000 	15800 	16100 	14700 	14600 	14900 	15300 	15400 	15700 	16600 	17200 	17800 e
PPS_HAB,HR04	14600 	16000 	16700 	15500 	15400 	16000 	16300 	16300 	16600 	17600 	18200 	18900 e
PPS_HAB,HU11	33200 	34100 	36200 	35700 	36600 	37500 	38200 	38700 	39000 	40200 	39800 	41900 
PPS_HAB,HU12	13000 	14500 	14200 	13300 	14300 	14400 	14400 	15100 	15500 	16300 	15700 	16000 
PPS_HAB,HU21	13800 	14500 	14700 	13100 	14300 	15300 	15300 	16100 	17000 	18400 	18500 	18800 
PPS_HAB,HU22	15300 	15300 	15800 	14700 	16300 	17400 	17700 	18200 	20100 	21400 	21300 	21500 
PPS_HAB,HU23	10200 	10500 	11100 	10800 	11100 	11600 	11900 	12200 	12600 	12900 	12800 	13500 
PPS_HAB,HU31	9800 	10000 	10200 	9500 	9900 	10400 	10400 	10900 	11900 	13100 	12800 	13700 
PPS_HAB,HU32	9600 	9800 	10200 	10200 	10400 	11200 	11300 	11400 	12100 	12600 	12400 	12900 
PPS_HAB,HU33	10200 	10300 	10900 	10400 	10700 	11500 	11900 	12400 	13400 	14200 	13900 	14500 
PPS_HAB,IE04	25300 	25700 	23300 	20500 	22200 	24100 	24400 	21900 	22700 	25400 	23900 	25200 e
PPS_HAB,IE05	34800 	37200 	33000 	29900 	31000 	33400 	34400 	33500 	34800 	66200 	63000 	66200 e
PPS_HAB,IE06	42100 	44200 	40700 	37000 	38700 	38000 	39400 	41500 	45500 	51700 	54000 	56700 e
PPS_HAB,ITC1	29100 	30200 	29800 	27100 	28100 	28900 	28300 	28200 	28200 	29500 	30300 	30700 
PPS_HAB,ITC2	34100 	35300 	35800 	33300 	34900 	35600 	36400 	34200 	34200 	35000 	34900 	35700 
PPS_HAB,ITC3	29000 	31000 	31300 	29100 	29000 	29700 	29700 	29000 	29700 	30900 	31600 	32000 
PPS_HAB,ITC4	34200 	35700 	36500 	33800 	35200 	35900 	35600 	34500 	35100 	36600 	37600 	38500 
PPS_HAB,ITF1	22400 	23500 	23600 	22100 	22800 	23800 	24100 	23400 	23500 	24300 	24500 	25000 
PPS_HAB,ITF2	21000 	22100 	21400 	20500 	20600 	20700 	20500 	18900 	18700 	19600 	20000 	20100 
PPS_HAB,ITF3	17700 	18500 	18400 	17500 	17300 	17300 	17400 	16900 	17000 	17800 	18100 	18500 
PPS_HAB,ITF4	17200 	17800 	17400 	16600 	16900 	17300 	17700 	17100 	17200 	18000 	18400 	18700 
PPS_HAB,ITF5	19000 	20100 	19900 	18500 	18400 	19100 	19300 	19600 	19000 	21200 	21200 	21400 
PPS_HAB,ITF6	16500 	17100 	17200 	16500 	16500 	16800 	16800 	16300 	16200 	16700 	17000 	17400 
PPS_HAB,ITG1	17700 	18300 	18300 	17400 	17400 	17400 	17500 	17000 	16600 	17300 	17500 	17700 
PPS_HAB,ITG2	19600 	20400 	20700 	19700 	19800 	20000 	20300 	19500 	19500 	20700 	20600 	20900 
PPS_HAB,ITH1	35700 	37400 	37800 	36500 	37600 	38700 	40600 	40300 	40600 	42300 	43100 	42900 
PPS_HAB,ITH2	32800 	34600 	34300 	32700 	33300 	34000 	34200 	34300 	34400 	35200 	35700 	36600 
PPS_HAB,ITH3	30000 	31300 	30800 	28800 	29400 	30400 	30200 	29800 	30200 	31600 	32700 	33500 
PPS_HAB,ITH4	28900 	30400 	29700 	27400 	28400 	29100 	28700 	28500 	28700 	30300 	30900 	31400 
PPS_HAB,ITH5	32300 	33900 	33700 	30900 	31500 	32800 	32700 	32300 	32900 	34300 	35200 	35800 
PPS_HAB,ITI1	28100 	29400 	29200 	27800 	28000 	28700 	29000 	28300 	28900 	29900 	30600 	30900 
PPS_HAB,ITI2	25600 	26700 	26500 	24100 	24500 	24700 	24300 	23500 	23200 	24500 	24700 	24800 
PPS_HAB,ITI3	26300 	27600 	26900 	25400 	25500 	26000 	25800 	25100 	25800 	26600 	27200 	27200 
PPS_HAB,ITI4	33600 	35100 	34400 	32800 	32900 	33400 	32400 	31000 	30800 	31600 	32900 	33200 
PPS_HAB,LT01	: 	: 	: 	: 	22400 	24500 	26600 	28300 	30100 	31600 	32000 	33600 
PPS_HAB,LT02	: 	: 	: 	: 	12900 	14600 	15700 	16300 	17200 	17900 	18200 	19500 
PPS_HAB,LU00	64500 	69100 	68400 	62500 	65400 	69300 	69200 	70000 	74400 	77300 	76200 	75900 
PPS_HAB,LV00	13000 	14900 	15300 	12800 	13400 	14900 	16000 	16600 	17500 	18600 	18800 	20000 
PPS_HAB,ME00	8600 	10300 	10900 	9900 	10400 	10900 	10500 	10900 	11300 	12300 	13000 	: 
PPS_HAB,MK00	7200 	7700 	8300 	8400 	8700 	8800 	9000 	9300 	9900 	10400 	10800 	10800 
PPS_HAB,MT00	19200 	20500 	20700 	19800 	21200 	21500 	22200 	22800 	24500 	27100 	27800 	29200 
PPS_HAB,NL11	: 	: 	: 	: 	: 	: 	: 	: 	: 	39700 	36100 p	36500 p
PPS_HAB,NL12	: 	: 	: 	: 	: 	: 	: 	: 	: 	26200 	25600 p	26500 p
PPS_HAB,NL13	: 	: 	: 	: 	: 	: 	: 	: 	: 	26300 	25500 p	26300 p
PPS_HAB,NL21	: 	: 	: 	: 	: 	: 	: 	: 	: 	30800 	30900 p	32000 p
PPS_HAB,NL22	: 	: 	: 	: 	: 	: 	: 	: 	: 	31400 	31300 p	32300 p
PPS_HAB,NL23	: 	: 	: 	: 	: 	: 	: 	: 	: 	27900 	27900 p	28800 p
PPS_HAB,NL31	: 	: 	: 	: 	: 	: 	: 	: 	: 	46200 	45300 p	46600 p
PPS_HAB,NL32	: 	: 	: 	: 	: 	: 	: 	: 	: 	49000 	49100 p	50300 p
PPS_HAB,NL33	: 	: 	: 	: 	: 	: 	: 	: 	: 	38100 	37400 p	38400 p
PPS_HAB,NL34	: 	: 	: 	: 	: 	: 	: 	: 	: 	30100 	29800 p	30600 p
PPS_HAB,NL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	37800 	37500 p	38800 p
PPS_HAB,NL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	32400 	32900 p	34000 p
PPS_HAB,NO01	: 	: 	48300 	45200 	47200 	47900 	51100 	51800 	52300 	50800 	49700 	: 
PPS_HAB,NO02	: 	: 	26100 	24500 	25200 	26100 	27100 	27500 	28300 	28600 	28100 	: 
PPS_HAB,NO03	: 	: 	28800 	26700 	27200 	27500 	28900 	28900 	29200 	29400 	28400 	: 
PPS_HAB,NO04	: 	: 	37900 	35900 	37900 	37300 	39500 	40100 	40500 	39800 	35700 	: 
PPS_HAB,NO05	: 	: 	35900 	34300 	35200 	36300 	38400 	39300 	40000 	38700 	36600 	: 
PPS_HAB,NO06	: 	: 	30400 	29000 	30800 	31400 	33600 	34300 	34800 	34900 	34300 	: 
PPS_HAB,NO07	: 	: 	28600 	27800 	29800 	30000 	31300 	32400 	33400 	32900 	33800 	: 
PPS_HAB,PL21	: 	: 	: 	: 	: 	: 	: 	: 	16600 	18000 	18100 	19100 p
PPS_HAB,PL22	: 	: 	: 	: 	: 	: 	: 	: 	19400 	20700 	20700 	21600 p
PPS_HAB,PL41	: 	: 	: 	: 	: 	: 	: 	: 	20000 	21600 	21800 	22800 p
PPS_HAB,PL42	: 	: 	: 	: 	: 	: 	: 	: 	15600 	16900 	16700 	17400 p
PPS_HAB,PL43	: 	: 	: 	: 	: 	: 	: 	: 	15700 	16600 	16700 	17300 p
PPS_HAB,PL51	: 	: 	: 	: 	: 	: 	: 	: 	20900 	22200 	22100 	23100 p
PPS_HAB,PL52	: 	: 	: 	: 	: 	: 	: 	: 	15100 	16100 	15900 	16600 p
PPS_HAB,PL61	: 	: 	: 	: 	: 	: 	: 	: 	15200 	16300 	16300 	16900 p
PPS_HAB,PL62	: 	: 	: 	: 	: 	: 	: 	: 	13300 	14100 	14200 	14700 p
PPS_HAB,PL63	: 	: 	: 	: 	: 	: 	: 	: 	17800 	19200 	19300 	20200 p
PPS_HAB,PL71	: 	: 	: 	: 	: 	: 	: 	: 	17500 	18600 	18600 	19500 p
PPS_HAB,PL72	: 	: 	: 	: 	: 	: 	: 	: 	13600 	14400 	14300 	14900 p
PPS_HAB,PL81	: 	: 	: 	: 	: 	: 	: 	: 	13000 	13700 	13700 	14400 p
PPS_HAB,PL82	: 	: 	: 	: 	: 	: 	: 	: 	13200 	14100 	14000 	14600 p
PPS_HAB,PL84	: 	: 	: 	: 	: 	: 	: 	: 	13500 	14200 	14100 	15000 p
PPS_HAB,PL91	: 	: 	: 	: 	: 	: 	: 	: 	41300 	43600 	43500 	45700 p
PPS_HAB,PL92	: 	: 	: 	: 	: 	: 	: 	: 	15700 	17000 	17000 	17800 p
PPS_HAB,PT11	16100 	16800 	16900 	16100 	16900 	16400 	16500 	17000 	17800 	18800 	19200 	19500 
PPS_HAB,PT15	21700 	22600 	22300 	20400 	20600 	19800 	20000 	20400 	21600 	23000 	24100 	24900 
PPS_HAB,PT16	17400 	18000 	17600 	17100 	17700 	17200 	17200 	17700 	18300 	19400 	19600 	20000 
PPS_HAB,PT17	29200 	30200 	30000 	28700 	29500 	28300 	27500 	28100 	28700 	29600 	29700 	30100 
PPS_HAB,PT18	19100 	19600 	19100 	18000 	19100 	18400 	18200 	18400 	19200 	21000 	21000 	21700 
PPS_HAB,PT20	18100 	18600 	19000 	18300 	19100 	18400 	18200 	18600 	19100 	20000 	20200 	20500 
PPS_HAB,PT30	20400 	20900 	20900 	19800 	20300 	19900 	18800 	19400 	20200 	21100 	21500 	22000 
PPS_HAB,RO11	8900 b	10400 b	11400 b	10900 b	11100 b	11000 b	12500 	12600 	13400 	14300 	15700 	16900 p
PPS_HAB,RO12	9300 b	11100 b	12100 b	11600 b	11900 b	12000 b	13800 	13600 	14100 	15200 	16500 	17900 p
PPS_HAB,RO21	6000 b	6800 b	7800 b	7400 b	7600 b	7400 b	9000 	9100 	9300 	9900 	10600 	11600 p
